text,oa_predicate,study_predicate,Y,abstract_structured
"Computer use in older adults: Determinants and the relationship with cognitive change over a 6 year episode. Cognitively challenging activities may support the mental abilities of older adults. The use of computers and the Internet provides divergent cognitive challenges to older persons, and in previous studies, positive effects of computer and Internet use on the quality of life have been demonstrated. The present study addresses two research aims regarding predictors of computer use and the relationship between computer use and changes in cognitive abilities over a 6-year period in both younger (24-49 years) and older adults (older than 50 years). Data were obtained from an ongoing study into cognitive aging: the Maastricht Aging Study, involving 1823 normal aging adults who were followed for 9 years. The results showed age-related differences in predictors of computer use: the only predictor in younger participants was level of education, while in older participants computer use was also predicted by age, sex and feelings of loneliness. Protective effects of computer use were found for measures of selective attention and memory, in both older and younger participants. Effect sizes were small, which suggests that promotion of computer activities in older adults to prevent cognitive decline may not be an efficient strategy. © 2011 Elsevier Ltd. All rights reserved.",0,0,0,0
"Mental health status, including depression and quality of life among members of an elderly club in suburban Bangkok.. Evolution of medical technologies extent human life expectancy. The United Nations found Thai elderly population were increased rapidly compared with other developing countries. Global estimations of the burden of disease show that mental illness plays a prominent role. Elderly club is one of the several ways to promote social interaction, gain self esteem, slow progression of physical and mental disabilities in old age people. However, the activities which certainly proper for each elderly group remains unclear because various demographic data background of elderly in each area. To determine the mental health status, including depression and quality of life among members of the Thammasat hospital elderly club which covers elderly members in northen Bangkok, Pathumthani and Ayutthaya province. A cross-sectional descriptive study was conducted. Seventy members were sampled for interview from 207 members. The assessment tools were Thai Mental Health Indicator (TMHI-54), Thai Geriatric Depression Scale (TGDS), Stress self assessment questionnaire, and World Health Organization Quality of Life-Brief-Thai Version (WHOQOL-BREF-THAI). The majority of the sample was females (78.6%). The age ranged from 60 to 84 years old (mean 70.24). The prevalences of psychological problems were; poor mental health (12.90%), depression (5.7%) and stress (15.2%). The sample reported poorer quality of life on 3 sub-domains of WHOQOL; physical (2.9%), psychological (1.4%) and social relationship (4.30%) domains. The level of depression, reported by those who had not enough income, was significantly higher than those who had enough income (p = 0.022). Quality of life (physical and social relationship domain) among those aged younger than 70 years, was better than that among those aged 70 or older (p = 0.024 and p = 0.023 respectively). Quality of life (psychological domain) among those who had not enough income, was significantly poorer than those with enough income (p = 0.020). Quality of life in term of social relationship was better among those living in urban areas (p = 0.037) or having better education (p = 0.014). Regular or irregular club's activity attending was not related with mental status and quality of life. The majority of the sample had equal or better mental health status and quality of life compared with the general population. The prevalence of depression was slightly lower than other Thai studies.",1,0,0,0
"Choosing among residential options: Results of a vignette experiment. Older people who experience declining health are often faced with difficult decisions about possible residential relocation. The research aim was to determine how five distinct dimensions-functional status, features of current housing, social networks, features of retirement communities, and financial considerations-affect decisions to relocate to a retirement community. A vignette experiment with a factorial design was conducted involving both older people and adult children who were concerned with an aging parent. Use of the Internet for administration of the experiment made it possible to deliver information to research participants through video clips. Research participants were influenced by each of the dimensions; however, functional status of the vignette persons had the greatest impact, and financial considerations the least. Adult children were more likely to recommend moves than were older people. The research is suggestive of the potential for use of vignette experiments for a fuller understanding of relocation decisions. © SAGE Publications 2012.",0,1,0,0
"The sense of coherence (SOC) as an important determinant of life satisfaction, based on own research, and exemplified by the students of University of the Third Age (U3A). The SOC is an important determinant of life satisfaction of elderly people. It determines the level of coping with various difficult situations, which accompany an old age stage. The aim of the study was to determine the connection between the SOC levels and life satisfaction among the U3A students. Another analyzed relationship was the SOC level against the background of socio-demographic factors. The study comprised 257 students of the U3A in Poland, located in the city of Bydgoszcz. The study group consisted of 237 women and 20 men, at the average age of 64.54 ± 6.01 years. The vast majority of the study group included individuals at the secondary education level, as well as married individuals. Just over half of the group claimed to be in good health, and have no afflictions. All of the respondents were fully mobile. The study was conducted with the diagnostic poll method, using the standardized questionnaires: The Scale SOC-29, WHOQOL-Bref, and the Geriatric Depression Scale (GDS-bref version). The average value of global SOC was 128.77; the standard deviation 21.04; discrepancy 153 (minimum 50 and maximum 203). The SOC indicated significant relationship with quality of life (QoL) in the mental domain, social relationships, and environmental domain; no significant correlation in the physical domain was observed. The QOL reached about 70% of maximum result value, showing equal levels in its specific areas. A moderately decreasing (r= -0.375, p< 0.01) relation η= 0.376, between global SOC values and depression occurrence, as well as its non-existence was shown in the study. Individual SOC components were also negatively correlated with depression. Another observation was weak correlation between the sense of coherence and the individuals' level of education. No statistically significant effect of age, gender and marital status on the SOC levels of U3A students was found. Higher parameters of SOC and level of education shape significantly higher effects of life satisfaction, and result in better adaptation to old age stage as a phase of multiple challenges, and increasing life difficulties. © 2011 Elsevier Ireland Ltd.",1,0,0,0
"Health-related quality of life among elderly Member of elderly centers in Tehran. Background & Objectives: Aging and elderly population growth has been increased in Iran. Quality of life of older persons is important as a consideration in medical decisions and as a clinical outcome measure. Health related quality of life (HRQoL) is not well understood in this group therefore we designed this study to determine the quality of life among elderly populations of Tehran, Iran. Methods: This cross-sectional study was conducted on a random sample of elderly people selected from the elderly centers in Tehran. The Iranian version of short-form Health survey (SF-36) and perceived social support questionnaires were employed as standard tools. Results: Overall, 400 elderly people with the mean age of 64.07(SD =4.49) took part in this study. Of all participants, 298 individuals were women. The mean score of PCS (Physical Component summery) and MCS (Mental Component Summery) were 64.62 (SD= 12.68) and 63.35 (SD=4/7) respectively. The results of this study revealed that women compared to men had significantly higher scores in different dimensions of health related quality of life as physical function, social function, body pain and general health. Additionally, participants with lower body mass indexes, higher education level, married elderly, healthy aged participants and richer ones had higher scores of health related quality of life. Conclusion: According to this study, there was correlation between mean PCS and social support as well as MCS and social support. Quality of life in female, individuals with higher education and socioeconomic status were higher than male, persons with lower education and socioeconomic status.",1,0,0,1
"Interdisciplinary collaboration as important success factor of technical innovations in Adaptable Ambient Living ASsistance. In the last decade a small research community of social scientists and engineers has been established under the heading ""Adaptable Ambient Living"" (AAL), who attempts to find technical solutions for the demographical change. Technology transfer from basic research poses highest demands to the interdisciplinary cooperation in order to help elderly people. At the same time the product development is coming up to limits of affordability, limits of effectiveness and ethics. The rapid developments in the fields of social robotics and medicine as well as the urgency of the social problem turn AAL into one of the most innovative areas. The objective of this article is to explore the outcomes of interdisciplinary collaboration along the value added change including the fundamental research, product development and user inclusion site of view. The Adaptable Ambient Living ASsistant (ALIAS) project aims to develop a mobile robot system that interacts with elderly users, monitors and provides cognitive assistance in daily life, and promotes social inclusion by creating connections to people and events in the wider world. The function of ALIAS is to keep the elderly users linked to the wide society and in this way to improve their quality of life by combating loneliness and increasing cognitively stimulating activities. ALIAS is embodied by a mobile robot platform with the capacity to monitor, interact with and access information from online services, without manipulation capabilities. ALIAS is not designed to replace human-human contacts, but rather, to enhance and promote these through the proposed wide range of integrated services. By serving as a monitor, a cognitive-prosthetic device and a facilitator of social contacts, the ALIAS system will significantly improve the daily life of elderly people. The ALIAS-project is characterized by a close cooperation of social scientist and engineers. The teams exchange information permanently and an interdisciplinary work of high quality is ensured. There is a permanent feedback between social and technical work packages. The objective is to develop a robot platform that adjusts to the individual wishes and needs of the elderly people. For this purpose the users have been involved at a very early stage of the project. Thus the research Area ""Gender Studies in Science"" has conducted inquiries, workshops and interviews with different user groups (e.g. seniors, relatives, caregivers and care consultants) and has realized a secondary analysis. The results of the investigations are fed back to the technical partners and have been incorporated into the development of the ALIAS platform. To provide technical solutions that are tailored to the requirements of the user groups a close cooperation in the overall project is necessary. That means the research teams also learn from the feedback of users. It is important, that the issues of the project are an inherent part in the work with elderly, of the interdisciplinary work between the teams in the project and also part of the engineering education, because the experiences and the results of ALIAS integrated in the engineering education. At the SEFI conference the very early involvement of different user groups in the development process and the results of the conducted inquiries as well as the technical implementation of the mobile robot platform should be highlighted and discussed with the conference attendees.",1,0,0,0
"Turkish senior's perspective and utilization of mobile phones. Mobile phone is now common personal item for various users. Users show a broad variety of behaviors when they deal with new technological equipment. They may completely reject them, may only partially use selected functions or users may completely accept the technology and the functions provided. Mobile phones can have a significant role in assisting older people in terms of providing a sense of security, and maintaining social relationships. This study investigated the use of mobile phones by Turkish people who are aged over 60 years. Although it is currently well known that older adults are accepted as the passive users for mobile phones, there is a limited amount of research related to the seniors. In this study, the basic preferences such as color, model, and mobile operator of the elderly were gathered initially. The concerns and the reasons of using mobile phone were identified. As the primary experiment, the relationship between six measures; life satisfaction, self-efficacy, mobile phone anxiety, mobile phone attitude, perceived usefulness, and perceived ease of use were examined by surveying the participants. The results were analyzed and compared by three factors: gender, education, and income. The correlations between the measures were also identified. The performance of the elderly with mobile phone task completion efficiency and effectiveness was also studied. Also, better mobile phone adoption methods for the elderly should be proposed. © 2011 AICIT.",1,0,0,0
"Secure handshake with symptoms-matching: The essential to the success of mhealthcare social network. In our aging society, mHealthcare social network (MHSN) built upon wireless body sensor network (WBSN) and mobile communications provides a promising platform for the seniors who have the same symptom to exchange their experiences, give mutual support and inspiration to each other, and help forwarding their health information wirelessly to a related eHealth center. However, there exist many challenging security issues in MHSN such as how to securely identify a senior who has the same symptom, how to prevent others who don't have the symptom from knowing someone's symptom? In this paper, to tackle these challenging security issues, we propose a secure same-symptom-based handshake (SSH) scheme, and apply the provable security technique to demonstrate its security in the random oracle model. In addition, we discuss a promising application - social-based patient health information (PHI) collaborative reporting in MHSN, and conduct extensive simulations to evaluate its efficiency in terms of PHI reporting delay. © 2010 ACM.",0,0,0,0
"A TV Platform to improve older people.'s quality of life: Lessons learned from the evaluation of the VITAL project with Spanish Elderly Users. The User Centered Design allows the technical developers to know specific characteristics about the potential end users. In the specific case of elderly users, consideration of their needs in areas like communication, family and social relationships, social support and leisure, is a key point, which should guide the development of technological applications. In an attempt to fulfill to some extent this range of needs, the VITAL project, which is a European Community 6th Framework Program financed project, has developed a set of technologies, platforms and applications with the aim to provide remote assistance to elderly users and increase their quality of life The sample recruited for the last evaluation of VITAL in Spain was composed of 83 participants, 19 male and 64 female, with an age ranging from 52 to 91 (x=73,68, sd=7,86). All targeted users were attending elder associations in their respective cities, which implies an existing minimum social interaction for all for them. This paper gathers the literature about elderly needs in the areas of communication with family, social relationships and leisure, and examines what elderly users think about how VITAL Platform can help them in improving their quality of life in those addressed areas. © 2011 ACM.",0,0,0,0
"The MOvIT project phase I: Designing a mobility device monitoring intervention with end-users and healthcare providers. Objective. The purpose of the Mobility Outcomes via Information Technologies (MOvIT) project is to optimize the mobility and community participation of older wheelchair users by systematically monitoring patient reported outcomes following a wheelchair prescription using an interactive voice response system (IVRS). One of the challenges in designing computerized automated calls was to maximize the acceptability of the monitoring intervention for middle-aged and older wheelchair users, and to consider the perceptions of the clinicians who provide the intervention. Thus, the phase I objectives of MOvIT were to customize the IVRS monitoring intervention for both groups of users. Main Content. An iterative user-centered design involved end-users during the development process to receive input about perceived usefulness and ease of use. A single investigator presented the IVRS prototype during individual interviews with 7 wheelchair users and 4 healthcare providers identified by 3 rehabilitation centers. To expose a maximum of age-friendly design issues, a majority of WC users were aged >70 years; healthcare providers had experience in geriatrics and wheelchair prescription. The prototype comprised 2 screening calls after wheelchair delivery, a reminder call to make an appointment for servicing, daily electronic notifications to a clinical coordinator listing cases to call back. Each individual tried 4 different IVRS audio scenarios, followed by a semi-structured interview adapted from the After-scenario Questionnaire and Post-Study Systems Usability Questionnaire. Results. The MOvIT questionnaire addresses eight WC-related adverse events: non-use of the WC, presence of pain, skin problem, positioning problem, WC tipping/falls, WC accidents, psychosocial, and mechanical problems. New concepts emerged, the most important being caregiver and psychosocial issues. Moreover, the conceptualization of the environment was simplified. To ensure ease of use, a number of adaptive strategies were implemented in the prototype such as choice of voice, words and expressions, response options, quantity of information in each step, timing of automated calls based on clinical relevance and a realistic callback delay. Conclusion. The involvement of end-users led to fundamental changes to tailor the monitoring IVRS intervention for the older population and to insure fit with clinical practice. Our results highlight the need for support following a WC intervention, especially for older adults who receive no formal rehabilitation program. Acknowledgements. Funded by the Canadian Institutes of Health Research (IAD 112242). © 2011 The authors and IOS Press. All rights reserved.",1,0,0,1
"Early detection of dementia and ICT: Signs from practice. Objective and research questions. Dementia is a growing challenge in our aging society. Often, persons close to older people at some point in time sense that 'something is wrong' (long) before dementia is actually diagnosed, but do not know how to act upon it. This may lead to situations where dementia progresses unnoticed, until it escalates, and people need sudden admission to a hospital or nursing home. Therefore the aim of this project was to develop the outlines of an ICT system to effectively register and interpret signs of potential dementia, in order to give proper care long before things get out of hand. Besides relatives, close friends and health care workers, also other persons or organizations that are involved with older persons could play a role in the early detection of dementia. Individual signs often do not elicit a call to action. The combination of signals from several sources into a central digital system might generate a more complete view of an individual's situation. This yielded the following research questions: 1. Who are the important social contacts in the network of older persons that might detect early signs of problems? 2. How do social contacts currently experience and process possible signs of dementia? 3. How do older persons and their social contacts perceive a solution like the one we are envisioning (a kind of 'digital central signaling system')? Methods. The social network of 12 older persons was studied with semi-structured interviews. Furthermore, 12 formal carers, 12 informal carers and eight family carers of persons with dementia were interviewed, in order to map experiences and processing of early signs of dementia. In addition, the attitude toward the envisioned system was studied. In an expert panel of 18 participants the results of the interviews were transformed into recommendations. These were subsequently tested in two focus group sessions with older persons. Results. Family plays a central role, both in the social network of older persons as well as in the early signaling of dementia. All persons involved in this study valued the idea of a dementia signaling system. There is some skepticism with respect to privacy matters among carers. Apart from signaling, there is also a great demand for tailor made information in the pre-diagnostic stage. All involved persons indicate the need for support, but they experience high barriers in taking the first steps and finding the right aid and information. Conclusion. An adaptive information system that also offers signaling possibilities will be more appropriate than an exclusive signaling system. Such a system needs to prevent stigmatization, should be demand driven, focused on empowerment rather than care, and managed by the user. An approach from the welfare perspective might be more successful than a disease-oriented approach. © 2011 The authors and IOS Press. All rights reserved.",1,0,0,1
"A smart garment for active ageing: Mapping user requirements to technology. Objective. Physical exercise may be used to improve mental cognition, physical strength and overall dexterity within the older population. This can enhance health and wellbeing. Walking is cited as the best exercise for persons over 60. We outline the development of a smart garment that allows the wearer to monitor their wellbeing whilst harnessing technology to provide additional safety measures and functionality. Main Content. In order to ascertain the user needs, questionnaires were designed and distributed to a target cohort of 50 hikers (aged 60 or over). These questionnaires elicited user opinions and experiences with walking activities, clothing attire and technology; in addition to examining what users sought from a smart garment. A number of workshops were organized to offer users hands-on experience with appropriate fabrics, textiles and technology. From the feedback received a technology mapping exercise was performed in which viable technologies were mapped onto the requirements elicited. Results. From this user interaction phase, themes were established: safety enhancement, additional functionality, support for monitoring health indicators and increased social interaction. The technology mapping exercise facilitated the development of an initial prototype that used a Smartphone and inbuilt sensors (accelerometer, GPS) to collect and record: location and walking attributes (such as speed, distance and altitude) all of which were fed back on an interactive map. A step count was implemented using the onboard accelerometer, to provide an indication of overall activity level. Further development will harness expertise in clothing manufacturing to create a layering system with the capability of integrating sensors to create a Body Area Network, to monitor and record requested information such as heart rate and (peripheral) body temperature. All this information must be assimilated in a useful and meaningful way. Hence the user interface and interaction methods will be designed appropriate to the age and experience of the target cohort, with elements of personalisation. Conclusion. Feedback from users on the development of a smart garment has influenced the initial prototype. Further technical development will be based on user evaluation of the wearable system. Feedback from these evaluations will be used to add, amend or remove functionality. © 2011 The authors and IOS Press. All rights reserved.",1,0,0,1
"A quality-of-life scale for assistive technology: Results of a pilot study of aging and technology. Background. In an aging society, it is increasingly important to understand how assistive devices can be used by older people to maintain quality of life despite chronic disabilities. Assistive technology is a mainstay of physical therapist practice, but the potential for device use to affect psychosocial well-being is not yet understood at the population level. Objective. The objective of this study was to develop a parsimonious indicator that can be used in population-based surveys to represent the effect of assistive technologies on quality of life for older people, separate from personal assistance. Design. This study was a cross-sectional survey. Methods. The methods used in this study were psychometric scale development and structural equation modeling. Results. The results indicated that a parsimonious, valid, and reliable scale reflecting quality of life related to assistive device use can be created from 3 questions designed to measure improvements in safety, control, and participation due to technology. The findings also suggested that assistive technology may more effectively improve quality of life for people with greater levels of functional limitations. Limitations. The data were derived from a cross-sectional survey conducted by telephone. The use of personal assistance, on average, was low; thus, the applicability to a population with more profound care needs has yet to be confirmed. Conclusions. Determining the broader impact of assistive technology on quality of life with population-level measures may provide insight into how best to leverage technologies to prevent dependence in aging adults. © 2011 American Physical Therapy Association.",1,0,0,1
"The effects of CareTV on feelings of loneliness and safety in frail elderly. Objective: With the increase in life expectancy and growth in the number of frail elderly, the demand for complex care will increase. In 2035, about 54% of the Dutch population will be over 65 years of age. Loneliness will be a problem in an estimated 30-40% of these elderly. Most elderly prefer care at home and in most cases this is less expensive than institutionalised care. Both client and care provider could benefit from systems using advanced technology to support people at home. CareTV is a technological solution, which allows users to interact with carers, family and friends from their home. In prior research users mentioned that CareTV expanded their social contacts, but it had not been measured if feelings of loneliness as a consequence have decreased. This paper reports on research whether CareTV is a valid instrument for elderly to engage in meaningful social contacts by a video connection to avoid loneliness. Main content of the paper: 130 clients of home care organisation Proteion Thuis participated in this study and were connected to CareTV. Participants included men and women with an average age of 73,8 years. 45 clients terminated their participation during the trial period and were excluded. The CareTV duplex video/voice network allowed clients to communicate 24 hours, 7 days a week with a nurse practitioner. Applications of CareTV are (1) Alarm Service (2) Care Service (3) Good morning/good evening service (4) Welfare and housing and (5) Family Contact. During the one year trial period, feelings of loneliness and safety have been measured using a questionnaire. Social and emotional feelings of loneliness were measured with the validated 11-item loneliness-scale from de Jong-Gierveld. Safety has been measured with a not-validated 9-item scale. In addition, clients' experiences were evaluated in open questions in the survey. Results: The results show that the average feeling of loneliness at group level significantly (p<0,001) decreased from 5,97 to 4,02 (sd 3,91) between start and end of the study on a scale from 0 till 11. Social loneliness (5-items) as well as emotional loneliness (6-items) showed significant decreases. To evaluate safety, no sum score could be calculated, but on item level: for 5 out of 9 items, most clients felt less safe after one year. For one item most clients had improved feelings of safety and for three items, most clients had an equal score. Conclusion: Feelings of loneliness significantly decreased within one year. As loneliness is a problem in an estimated 30-40% of the elderly, CareTV seems to be a suitable instrument for elderly, to live longer at home with less feelings of loneliness. Feelings of safety on item level did not seem to improve, this might be due to the fact that no validated scale was used. On the other hand, comments of individual clients with respect to safety were: 'CareTV makes me feel safe'. In future a study with a validated safety scale should be performed in order to clarify the effect of CareTV on feelings of safety. © 2011 The authors and IOS Press. All rights reserved.",1,1,1,1
"Examining age and experience differences in use of knowledge in the world in everyday technology interactions. Competence in technology use during everyday activities is required for continued independence of older adults, and rapid technological changes have made effective design of learning support beyond formal training crucial to maintain this competence. Older adults have reported a preference for specific training and text manuals when they learn to use technologies, but no research has systematically examined what is actually used in everyday life. This study examined age and experience differences in the use of external support (knowledge in the world) over a ten day period. Interviews with participants about technology encounters during this period were analyzed. Three categories of knowledge in the world were identified: social support, instruction, and ondevice information. Age differences were found in use of social support and instruction. Age and experience differences were found in use of on-device information. These results confirm the importance of good instructional support for older adults that accommodates age-related declines and differences in specific knowledge. Data also suggest that development of a simple and reliable method for older adults to obtain social support may help low technology older adults to more effectively use everyday technologies and to resolve problems. Copyright 2011 by Human Factors and Ergonomics Society, Inc. All rights reserved.",1,0,0,0
"The contribution of home-based technology to older people's quality of life in extra care housing. Abstract. Background: British government policy for older people focuses on a vision of active ageing and independent living. In the face of diminishing personal capacities, the use of appropriate home-based technology (HBT) devices could potentially meet a wide range of needs and consequently improve many aspects of older people's quality of life such as physical health, psychosocial well-being, social relationships, and their physical or living environment. This study aimed to examine the use of HBT devices and the correlation between use of such devices and quality of life among older people living in extra-care housing (ECH). Methods. A structured questionnaire was administered for this study. Using purposive sampling 160 older people living in extra-care housing schemes were selected from 23 schemes in England. A face-to-face interview was conducted in each participant's living unit. In order to measure quality of life, the SEIQoL-Adapted and CASP-19 were used. Results: Although most basic appliances and emergency call systems were used in the living units, communally provided facilities such as personal computers, washing machines, and assisted bathing equipment in the schemes were not well utilised. Multiple regression analysis adjusted for confounders including age, sex, marital status, living arrangement and mobility use indicated a coefficient of 1.17 with 95% CI (0.05, 2.29) and p = 0.04 [SEIQoL-Adapted] and 2.83 with 95% CI (1.17, 4.50) and p = 0.001 [CASP-19]. Conclusions: The findings of the present study will be value to those who are developing new form of specialised housing for older people with functional limitations and, in particular, guiding investments in technological aids. The results of the present study also indicate that the home is an essential site for developing residential technologies. © 2011Matlabi et al; licensee BioMed Central Ltd.",1,0,0,1
"Predictors of computer use in community-dwelling, ethnically diverse older adults. Objective: In this study, we analyzed self-reported computer use, demographic variables, psychosocial variables, and health and well-being variables collected from 460 ethnically diverse, community-dwelling elders to investigate the relationship computer use has with demographics, well-being, and other key psychosocial variables in older adults.Background: Although younger elders with more education, those who employ active coping strategies, or those who are low in anxiety levels are thought to use computers at higher rates than do others, previous research has produced mixed or inconclusive results regarding ethnic, gender, and psychological factors or has concentrated on computer-specific psychological factors only (e.g., computer anxiety). Few such studies have employed large sample sizes or have focused on ethnically diverse populations of community-dwelling elders.Method: With a large number of overlapping predictors, zero-order analysis alone is poorly equipped to identify variables that are independently associated with computer use. Accordingly, both zero-order and stepwise logistic regression analyses were conducted to determine the correlates of two types of computer use: e-mail and general computer use.Results: Results indicate that younger age, greater level of education, non-Hispanic ethnicity, behaviorally active coping style, general physical health, and role-related emotional health each independently predicted computer usage.Conclusion: Study findings highlight differences in computer usage, especially in regard to Hispanic ethnicity and specific health and well-being factors.Application: Potential applications of this research include future intervention studies, individualized computer-based activity programming, or customizable software and user interface design for older adults responsive to a variety of personal characteristics and capabilities. © 2011, Human Factors and Ergonomics Society.",1,0,0,1
"Prevalence and correlates of elder mistreatment in South Carolina: The South Carolina elder mistreatment study. The purposes of this study were to (a) derive prevalence estimates for elder mistreatment (emotional, physical, sexual, neglectful, and financial mistreatment of older adults [age 60 +]) in a randomly selected sample of South Carolinians; (b) examine correlates (i.e., potential risk factors) of mistreatment; and (c) examine incident characteristics of mistreatment events. Random Digit Dialing (RDD) was used to derive a representative sample in terms of age and gender; computer-assisted telephone interviewing was used to standardize collection of demographic, correlate, and mistreatment data. Prevalence estimates and mistreatment correlates were obtained and subjected to logistic regression. A total of 902 participants provided data. Prevalence for mistreatment types (since age 60) were 12.9% emotional, 2.1% physical, 0.3% sexual, 5.4% potential neglect, and 6.6% financial exploitation by family member. The most consistent correlates of mistreatment across abuse types were low social support and needing assistance with daily living activities. One in 10 participants reported either emotional, physical, sexual, or neglectful mistreatment within the past year, and 2 in 10 reported mistreatment since age 60. Across categories, the most consistent correlate of mistreatment was low social support, representing an area toward which preventive intervention may be directed with significant public health implications. © The Author(s) 2011.",1,0,0,0
"Effects of Playing Wii on Well-Being in the Elderly: Physical Activity, Loneliness, and Mood. Effects of compensatory strategies offered by Wii technology on physical activity, loneliness, and mood are investigated. Thirty-five individuals (M = 82 years) were randomly assigned to either playing Wii or watching television with a partner for 10 weeks. Physical activity, loneliness, mood, life satisfaction, and health were assessed. The elderly playing Wii had lower loneliness and a pattern of greater positive mood compared to the television group. No differences in life satisfaction or physical activity were found, but loneliness predicted positive mood, and positive mood predicted physical activity. This investigation points to the benefits of using Wii for well-being, particularly social connection and enjoyment. © 2011 Copyright Taylor and Francis Group, LLC.",1,1,1,0
"breaking the fourth wall': 3d virtual worlds as tools for knowledge repatriation in archaeology. Interactive 3-dimensional worlds and computer modeling can be used to excite interest in archaeology among indigenous groups such as the Inuit of the North American Arctic and Greenland. Using two case studies - a recently completed exhibition for the Virtual Museum of Canada on Thule Inuit whalebone houses and an interactive virtual world structured around the Siglit-Inuvialuit sod house - we explore how digital replicas might be used in the repatriation of traditional knowledge. This idea is examined through theexperiences of nine Inuit Elders who explored our digital reconstructions of Thule and Siglit-Inuvialuit dwellings in 3D. Discussions with the Elders suggest that the generic sense of 'presence' generated by 3D viewing enhanced their feelings of connectedness to their past. This would imply that virtual reality and 3D technology might be useful in establishing new discourses in archaeological interpretation, as well as assisting in the exploration, construction, and maintenance of cultural identities through knowledge repatriation. © The Author(s) 2011.",0,0,0,0
"Designing a web-based telehealth system for elderly people: An interview study in New Zealand. Designing healthcare systems for the elderly is a challenging endeavour. Telehealth systems are gaining popularity among elderly users, but such applications are mostly doctor-centric and are predominantly used for managing and/or treating diseases instead of preventing them. They do little to motivate patients to change their lifestyle and proactively manage their health. To address these shortcomings, we propose a web-based telehealth system, which uses Web 2.0 technologies in order to add social support and user defined content. In this study, we determine the functional and interface requirements of the system by conducting open individual semi-structured interviews with eight elderly people of age range 60 to 87. A paper prototype and three interfaces of existing Web 2.0 health applications were used to determine the optimum user interface design of the system. A qualitative content analysis was used to evaluate the responses. Overall, the respondents were positive about the idea of using the web to manage their healthcare from home and made several suggestions such as including applications to manage their diet, physiotherapy exercises to improve their health conditions and simple network games to reduce loneliness. © 2011 IEEE.",1,0,0,0
"Turning older people's experiences into innovations: Ippi as the convergence of mobile services and TV viewing. This paper presents the results of a research project in which a patented system for asynchronous communication ('ippi') is used as the basis for a prototype communication device utilizing the participants' televisions as the primary interface. The aim was to study the extent to which older people's lifelong experiences watching TV reduced their uncertainty when faced with TV-based applications. The study examined the factors that explained participants' continued use of the application. The implementation and testing of the system was structured as an iterative design process including conceptual development, a six-month test period in the homes of eleven users with usability tests and interviews, monthly focus groups and information gathered by a back-up function that also provided the users with immediate help with the technology if necessary. The results show that while the use of TV as a metaphor or platform succeeded in getting the older users to try out and use the ippi prototype, it did not contribute primarily to using the ippi on a daily basis during the test period. Rather, participants' access to a social context or a social network determined the extent of usage. There was a difference between what was easy to use in terms of the interface, and what was easy and worth using in a social everyday context on the other. In order to be used, a new product of this type must add value and that value depends upon integration into daily communication.",1,1,1,0
"Intergenerational telementoring for the promotion of social relationships. Videoconferencing via PCs and the Internet may provide a powerful medium through which seniors can interact with and develop relationships with youth. The PACE 2000 International Foundation has developed accessible, reliable and easy-to-use solutions that bring both senior and youth communities together for their mutual benefit. In this study, 18 older adults aged 70±7 years, provided second-language coaching to 18 young people (nine students and nine unemployed youth), via the videoconference based Intergenerational Telementoring Station® accessible to people having restrictions. Evaluation was based on the systems server logs capturing user log-in and log-out data, as well as entry and final questionnaire data from participants and supporting staff. The results of these two pilot studies indicate that videoconference based telementorship programs may successfully expand their recruitment beyond the conventional student-mentee and adult-mentors' populations. Older adults, including people with restrictions, exhibited higher motivation and compliance rates compared to unemployed youth. All participants (youth and seniors) highly valued the program (average rating over 80%), particularly its inter-cultural aspects as well as the relationships they developed. Eighty-six percent of youth reported that they benefitted from the second language immersion experience via videoconference. Positive behavioral shifts were observed after only 2 to 4 sessions, and these can provide a starting point for further research. We conclude that customized videoconference based telementoring provides a positive and motivational experience, which exceeds the scope of typical conventional mentoring programs (i.e. target populations enrollment, interaction types, geographic independence, etc).",1,1,1,0
"The Patient Reported Outcomes Following Initial treatment and Long term Evaluation of Survivorship registry: Scope, rationale and design of an infrastructure for the study of physical and psychosocial outcomes in cancer survivorship cohorts. Patient Reported Outcomes Following Initial treatment and Long term Evaluation of Survivorship (PROFILES)' is a registry for the study of the physical and psychosocial impact of cancer and its treatment from a dynamic, growing population-based cohort of both short and long-term cancer survivors. PROFILES contains a large web-based component and are linked directly to clinical data from the population-based Eindhoven cancer registry. This paper describes the rationale and design of PROFILES. The primary aims of studies that use the PROFILES registry are: (1) psychosocial risk and outcome assessment to identify patients at high risk for poor physical and mental health outcomes, (2) to analyse mediating mechanisms to better understand the biological and behavioural factors associated with cancer treatment outcomes, and (3) to evaluate physical and psychosocial care needs of cancer survivors. PROFILES is a tool that enables data collection management; from inviting patients to participation in studies, to collecting patient-reported outcomes data via web-based or mailed questionnaires and linking these data with clinical data. The availability of a control cohort of approximately 2000 persons from the general population who complete the same basic questionnaire annually will provide the opportunity to estimate the unique impact of cancer, beyond that of normal ageing and comorbidities. Raw data from the PROFILES registry will be available for non-commercial scientific research, subject to study question, privacy and confidentiality restrictions, and registration (www. profilesregistry.nl). © 2011 Elsevier Ltd. All rights reserved.",0,0,0,0
