Authors,Title,Year,Source title,Link,Abstract,Document Type,Source,EID,abstract_structured,filter_OA_include,filter_study_include,notes
"Cook J.M., Pearson J.L., Thompson R., Black B.S., Rabins P.V.",Suicidality in older African Americans: Findings from the EPOCH study,2002,American Journal of Geriatric Psychiatry,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036304618&doi=10.1097%2f00019442-200207000-00010&partnerID=40&md5=6f0bb781e3b115b49bff1a7ff8b4cf41,"The authors examined the current frequency of suicidality and associated characteristics in a sample of 835 African-American older adult residents of six urban public housing developments who consented to participate in an intervention trial of mobile outreach. The frequency of passive and active suicidal ideation was 2.5% and 1.4%, respectively. Characteristics of individuals with both active and passive suicidality included elevated anxiety, social dysfunction, somatic symptoms, low social support, lack of a confidant, and low religiosity. Characteristics of those with passive, but not active, ideation also included older age, lower levels of education, elevated depressive symptoms, poorer cognitive functioning, and having recently discussed emotional problems with a healthcare provider. The characteristics of those reporting active, but not passive, ideation included having a history of mental health treatment and reporting no instrumental support. Multivariate analyses indicated that depression and religiosity were uniquely associated with passive suicidal ideation, and life satisfaction and religiosity were uniquely associated with active suicidal ideation. The authors discuss implications of these findings and offer suggestions for research and clinical practice.",Article,Scopus,2-s2.0-0036304618,0,1,1,
"Català E., Reig E., Artés M., Aliaga L., López J.S., Segú J.L.",Prevalence of pain in the Spanish population: Telephone survey in 5000 homes,2002,European Journal of Pain,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036392138&doi=10.1053%2feujp.2001.0310&partnerID=40&md5=e672edf4da17a47c087cdc8de6ad7f32,"Pain has become the most common accompanying symptom in patients seeking medical advice, and it is one of the main issues in public health. In Spain, there are no reliable data about the impact of pain in general population. The aim of the study was to estimate the prevalence of acute and chronic pain in the Spanish general population. An epidemiological observational population-based cross-sectional study was carried out by means of a telephone survey. Multistep stratified quota-adjusted sampling was performed with people aged 18-95 years. A computer-assisted questionnaire was administered, covering physical pain symptoms, site, frequency, perceived cause, therapeutic measures and interference with daily life activities. There were 11 980 useful contacts, with 5000 effective interviews (42% of useful sample). Of the interviewees, 29.6% (95% confidence interval, 28.3-30.8%) reported having had pain the day before (women, 37.6%; men, 20.9%) and 43.2% the week before. Most common pain sites were lower extremities (22.7%) and back (cervical and lumbar levels) (21.5%), followed by head (20.5%). Frequency of pain increased with age, reaching 42.6% for people older than 65 years. Among people complaining of pain during the last day or week, duration of symptoms was higher than 3 months in 54% (chronic pain), representing 23.4% of the Spanish general population; most common causes of chronic pain were arthritis, rheumatism and migraine. Regarding treatment, 61.7% of people complaining of pain said they were taking drugs. Source of drug treatment advice was a physician or a nurse in 66.4% of cases and self-prescription in 29%. It is concluded that pain, particularly chronic pain, has a high prevalence in the Spanish general population and a significant impact on occupational and social relationships. © 2002 European Federation of Chapters of the International Association for the Study of Pain.",Article,Scopus,2-s2.0-0036392138,0,0,0,
Leff J.,Can we manage without the mental hospital?,2001,Australian and New Zealand Journal of Psychiatry,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034856393&doi=10.1046%2fj.1440-1614.2001.00887.x&partnerID=40&md5=5de64b7874ddf2520add97969e955aee,"Objectives: Many developed countries, having invested massively in psychiatric hospitals in the past 150 years, are in the process of dismantling them. The central question is whether this change in the location of care from the psychiatric hospital to district-based services has benefited the patients. The objectives of this review are to examine the evidence on which an answer to the above question might be based. Method: Much of the relevant research comes from the 13-year programme of the Team for the Assessment of Psychiatric Services conducted in London, but other research will be reviewed as appropriate. Results and conclusions: Long-stay, non-demented patients, including the elderly, enjoy a better quality of life in the community homes compared with the psychiatric hospitals. Public attitudes constitute an obstacle to social integration into the healthy community, but can be ameliorated with local educational programmes. The provision of work has been unsatisfactory, but the development of social firms holds some promise. Patients with dementia receive better care in community nursing homes compared with hospital wards, according to their relatives' opinions, backed up by observational studies. The part of the service which is most unsatisfactory is the admission facilities. This is due to a variety of causes, including a failure to plan for the admission needs of discharged long-stay patients, the virtual absence of rehabilitation units in the community and an inadequate provision of a range of sheltered accommodation. However, these problems could be resolved with adequate investment in innovative facilities.",Article,Scopus,2-s2.0-0034856393,1,0,0,
"Rao R., Jackson S., Howard R.","Depression in older people with mild stroke, carotid stenosis and peripheral vascular disease: A comparison with healthy controls",2001,International Journal of Geriatric Psychiatry,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035114017&doi=10.1002%2f1099-1166%28200102%2916%3a2%3c175%3a%3aAID-GPS298%3e3.0.CO%3b2-0&partnerID=40&md5=1708a5217180718b41b424cff44cbc91,"Background. Although depression has a recognised association with stroke, the role of 'silent' cerebrovascular pathology associated with carotid stenosis and peripheral vascular disease remains unexplored. Methods. Four groups of 25 community residents aged 65 and over were recruited, comprising first anterior circulation stroke, carotid stenosis accompanied by transient ischaemic attack, peripheral vascular disease and a non-vascular control group. All participants were interviewed using the Hamilton Rating Scale for Depression [HRSD] (including a modified version) and Geriatric Depression Scale. DSM IV criteria for major depression and measures of handicap, social support and physical illness were also administered. Head computerised tomography (CT) scans were performed on stroke patients to examine the relationship between lesion location and depression. Results. One hundred patients were interviewed. Stroke patients were more likely to live in a nursing home and had less social support than other groups. Mean scores on the modified Hamilton and Geriatric Depression Scales were higher in stroke and carotid stenosis groups than controls. Patients with stroke did not show a higher prevalence of DSM IV major depressive disorder than those with carotid stenosis. There was no relationship between the presence of lesions affecting the frontal/subcortical system and prevalence/severity of depression. Limitations. Small numbers, mortality of stroke patients in hospital, possible selection bias in the control group and use of a previously unvalidated depression rating scale all limit the study. Conclusions. A possible role for carotid stenosis in the pathogenesis of depressive disorder is suggested. Larger studies incorporating brain imaging may be required to examine the mechanism of this association more closely. The use of a shorter version of the HRSD in older people with cerebrovascular disease may warrant further exploration. Copyright © 2001 John Wiley & Sons, Ltd.",Article,Scopus,2-s2.0-0035114017,1,1,0,
Billipp S.H.,The psychosocial impact of interactive computer use within a vulnerable elderly population: A report on a randomized prospective trial in a home health care setting,2001,Public Health Nursing,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035287163&doi=10.1046%2fj.1525-1446.2001.00138.x&partnerID=40&md5=657cbf4a5239a948bb15f7d256bcd061,"Quality of care for vulnerable elderly clients makes it important to consider the psychosocial effects of interactive computer use as a means to communicate for social, functional, and/or health care purposes in a home health care setting. In a 3-month randomized prospective trial, telecommunications terminals were installed in the private residences of computer-illiterate persons, 65-years-of-age and older, providing visiting nurses the opportunity to teach computer use with three different training methods. The control group had similar weekly nurse visits, but no computer terminal use. Pre-posttests using the Rosenberg Self-Esteem Scale and the Geriatric Depression Scale compared change in self-esteem and depression scores of computer-use clients with the scores of the control group clients. Interactive computer use, alone, did not significantly change scores. Compared to the control group, however, there was a significant change toward improved self-esteem and depression when interactive computer use was accompanied with weekly nurse computer training. Weekly training with a significant other, as a substitute for the nurse trainer, significantly improved self-esteem scores but not depression scores. Interactive computer use was not associated with decreased self-esteem or increased depression. Attitude changes and responses to the particular telecommunication service used in this study were mixed, suggesting future research should be based on improved telecommunication systems with access to programs that have greater practical application to the needs of elderly clients.",Article,Scopus,2-s2.0-0035287163,0,1,1,
"Lambert B.L., Butin D.N., Moran D., Zhao S.Z., Carr B.C., Chen C., Kizis F.J.",Arthritis care: Comparison of physicians' and patients' views,2000,Seminars in Arthritis and Rheumatism,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0033788293&doi=10.1053%2fsarh.2000.9203&partnerID=40&md5=3f687b3bc01aac8c68218a917e89a3a9,"Objectives: To understand the expressed needs of physicians and their patients with respect to arthritis care, identify areas of agreement and disagreement in doctor and patient views of arthritis care, and to determine the types of educational programs needed. Methods: Focus group interviews were conducted with 14 physicians of varied specialties and 12 patients with arthritis from Oxford Health Plans. Interviews were audiotaped and transcribed. Analyses were performed by using text processing programs from the Unix computer operating system. Common themes were identified and summarized. Results: Physicians and patients agreed that pain and loss of functioning were the most important problems patients with arthritis faced and that arthritis was incurable. Both agreed that doctors need more time to discuss individual concerns with their patients. More information about diet and exercise and strategies for reducing social isolation were needed. Doctors and patients disagreed about the value of nutritional supplements, joint replacement, and referrals to specialists. Disagreement also existed regarding the belief that pain was an inevitable part of the aging process, and with respect to the use of drug and surgical therapy. Conclusions: Areas of agreement and disagreement were discussed. Collaboration and negotiation were identified as constructive responses to conflicts between physicians and patients. Patients need to be taught self-care strategies to minimize the impact of arthritis on their daily lives. The specific continuing education needs of physicians involved training in exercise, nutrition, occupational and physical therapy, prescriptions, and alternative medicine. Copyright (C) 2000 by W.B. Saunders Company.",Article,Scopus,2-s2.0-0033788293,1,0,0,
"López Pavón I., Roset Bartrolí M., Iglesias Pérez B., González Gil L., Rodríguez Molinet P., Fuentes Parrón M.",Application of a geriatric evaluation protocol in primary care: comparison with data from the clinical history [Aplicación de un protocolo de valoración geriátrica en atención primaria: comparación con los datos de la historia clínica.],2000,Atencion primaria / Sociedad Española de Medicina de Familia y Comunitaria,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034737859&partnerID=40&md5=30c50031f8100efaff913bc11ae15a0b,"OBJECTIVES: To determine the prevalence of the health problems included in a multidimensional geriatric assessment (MGA) protocol and to compare them with the problems detected in the clinical histories (CH) of the population consulting at a primary care centre (PCC). DESIGN: Cross-sectional observational. SETTING: Urban PCC (metropolitan area of Barcelona). PATIENTS: Users > or = 65 of a PCC between 01/11/97 and 31/01/98. MEASUREMENTS AND MAIN RESULTS: A random sample of 114 people was chosen. The MGA protocol was used to screen disorders in: hearing, vision, mobility, affective state, cognitive state, social support, functionalism of the instrumental activities of daily life. The clinical histories provided age, sex and information previously recorded on these disorders. 102 people were surveyed (participation: 89.5%). The MGA enabled more problems to be detected, with the difference very marked in some cases such as visual disorders: 55.9% (46.2-65.5) with MGA and 23.5% (15.3-31.8) with CH. There was poor concordance between MGA and CH. For example, neither the 73.3% (54.1-87.7) of the hearing disorders detected with the MGA, nor 94.1% (71.3-99.8) of the cognitive deterioration detected with the MGA had been previously recorded in the CH. CONCLUSIONS: MGA detects more health problems than are normally recorded in primary care clinical histories, which makes this technique relevant to PC consultations with the elderly. However, it would be advisable to identify the population for whom there was better diagnostic performance.",Article,Scopus,2-s2.0-0034737859,1,1,0,
"Howe A., Bath P., Goudie F., Lothian K., McKee K., Newton P., Philp I., Rowse G., Seymour J., Sivakumar V.",Getting the questions right: An example of loss of validity during transfer of a brief screening approach for depression in the elderly,2000,International Journal of Geriatric Psychiatry,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0033859184&doi=10.1002%2f1099-1166%28200007%2915%3a7%3c650%3a%3aAID-GPS186%3e3.0.CO%3b2-X&partnerID=40&md5=09b261696bb072349d2f08b838ed10b2,"Screening for depression in the elderly has been advocated to improve detection and management. This article summarises the trend towards briefer screening instruments, and the integration of mental health screening with other assessments. The study aimed to validate a single question depression screen which had previously shown adequate sensitivity and specificity in a new context: a multi-faceted assessment instrument used by nurse practitioners within a community sample of over 75 years olds. The GMS-AGECAT computerised interview assessment was used as a 'gold standard' to determine the accuracy of the depression question in this new setting. Three hundred and twenty-eight patients were screened by their own nurse practitioners, of whom 100 consenting patients underwent a further interview with a research assistant using the GMS-AGECAT. The prevalence of depression was 30%, the sensitivity of the question was 67%, and its specificity 60% (compared with 88% and 71% previously). Responses indicating disability and loneliness were more closely correlated with depression than the depression screen itself. Relevant factors may include: the derivation of the question, the effect of a different sample, altered reliability when used by multiple interviewers, differing patient expectations, and the wording and context of the question within the multi-faceted screening instrument. Depression screening questions need repeated validation when used in different contexts. Patient and staff expectations may influence how screening instruments are used in practice in a way that may also alter reliability. Further studies are needed to establish the causes of loss of validity when screening approaches are used in new settings. Copyright (C) 2000 John Wiley and Sons, Ltd.",Article,Scopus,2-s2.0-0033859184,0,1,0,
"Copeland J.R.M., Chen R., Dewey M.E., McCracken C.F.M., Gilmore C., Larkin B., Wilson K.C.M.",Community-based case-control study of depression in older people. Cases and sub-cases from the MRC-ALPHA study,1999,British Journal of Psychiatry,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0032887090&partnerID=40&md5=a25ba5f635b898a4f4b3beaba7598fd9,"Background: Risk factors of depression in later life, particularly for sub-cases and for psychotic and neurotic types of depression, are unclear. Aims: To identify such risk factors. Method: Over 5200 older people (≥65 years), randomly selected from Liverpool, were interviewed using the Geriatric Mental State (GMS) and the Minimum Data Set (MDS). The computer- assisted diagnosis AGECAT identified 483 cases and 575 sub-cases of depression and 2451 with no mental problems. Logistic regression was employed to examine factors relevant to caseness. Results: In multiple logistical regression, odds ratios (ORs) were significantly high for being female (2.04,95% CI 1.56-2.69), widowed (2.00, 1.18-3.39), having alcohol problems (4.37, 1.40-2.94), physical disablement (2.03, 1.40-2.94), physical illness (1.98, 1.25-3.15), taking medications to calm down (10.04, 6.41-15.71), and dissatisfaction with life (moderate 4.54, 3.50-5.90; more severe 29.00, 16.00-52.59). Good social networks reduced the ORs. If sub-cases were included as controls, the statistical significance was reduced. Conclusions: Age was not associated with depression in later life whereas gender, physical disablement and dissatisfaction with life were. The sub-cases shared many risk factors with cases, suggesting that prevention may need to be attempted at an early stage. Declaration of interest: Funding from the Medical Research Council.",Article,Scopus,2-s2.0-0032887090,1,1,0,
"Karvonen S., Rimpelä A.H., Rimpelä M.K.",Social mobility and health related behaviours in young people,1999,Journal of Epidemiology and Community Health,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0033034430&doi=10.1136%2fjech.53.4.211&partnerID=40&md5=f13230d3f872b0e618d6331a11d6ff31,"Study objective - To assess the influences related to social mobility, particularly health related behaviours, as one potential explanation for the social class variation in health among adults. Design - The study is based on questionnaire data from the Adolescent Health and Lifestyle Surveys of 1985, 1987, and 1989. Setting - The whole of Finland. Participants - A representative sample of 8355 adolescents. The response rate was 79%. Measurement and main results - The relation between social mobility and health related behaviours among 16 and 18 year old young people was studied. The measure of social mobility was based on a combination of the social class of origin and achieved social position measured by the present educational status, educational attainment, and labour market position. Three mobility groups were constructed: the downwardly mobile, the upwardly mobile and the stable. Health related behaviours in an upwardly or downwardly mobile group were compared with a stable group from the same social class of origin by calculating relative risks (RR). RRs were assessed by calculating age and sex adjusted rate ratios approximating a Mantel-Haenszel estimate. In logistic regression analyses the independent effects of the social class of origin and the achieved social position were investigated. Most of the nine behaviours studied (smoking, alcohol use, heavy intoxication, coffee drinking, tooth brushing, consumption of sweets, lack of physical exercise, choice of bread spread, and consumption of milk) were related to the direction of mobility so that health compromising behaviours were more frequent among downwardly mobile and less frequent among upwardly mobile young people than their stable peers. Achieved social position proved to determine health related behaviours more strongly than class of origin, thus emphasising the way education facilitates both health values and behaviours as well as the future social position. Conclusions - The close relation between social mobility and health related behaviours is concluded to be a part of an explanation of social class differences in health observed among adults.",Article,Scopus,2-s2.0-0033034430,1,0,0,
"Hausdorff J.M., Levy B.R., Wei J.Y.",The power of ageism on physical function of older persons: Reversibility of age-related gait changes,1999,Journal of the American Geriatrics Society,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0032694290&doi=10.1111%2fj.1532-5415.1999.tb07437.x&partnerID=40&md5=2688c263c475606017fc7074b6c3dc04,"OBJECTIVE: To test the hypothesis that age-associated changes in physical function, particularly walking performance, are influenced by ageism and that the activation of positive sterotypes of aging can partially reverse these changes. DESIGN: Randomized intervention study. SETTING: General community. PARTICIPANTS: Forty-seven community-dwelling men and women (63-82 years old) who walked independently and described themselves as healthy. INTERVENTION: Thirty-minute exposure to the subconscious reinforcement of either a positive or negative stereotype of aging while subjects played a computer game. MEASUREMENTS: Pre- and postintervention measures of gait speed and percent swing time (the time spent with one foot in the air during walking). Health and psychosocial status were also evaluated. RESULTS: Significant increases in walking speed (9% ± 2%; P < .001) and percent swing time (percent change: 1.1% ± 0.4%; P = .023) were observed in subjects who received reinforcement of positive stereotypes of aging. Gait speed and swing time did not change in those who received reinforcement of negative stereotypes of aging. The observed improvements in gait were related to the positive intervention, but were not related to age, gender, health status, or psychosocial status. CONCLUSIONS: Stereotypes of aging apparently have a powerful impact on the gait of older persons. Interventions designed to enhance perceptions of old age may prove beneficial in helping to improve gait and functional independence among older persons. In the future, positive changes in society's view of aging may also help to reduce and prevent age- related declines in function and the associated deleterious consequences.",Article,Scopus,2-s2.0-0032694290,1,1,1,
"Marín Gámez N., Kessel Sardiñas H., López Martínez G., Barnosi Marín A., Montoya Vergel J., Navarro Corral A., Delgado Rodríguez M.","Elderly, poor, solitary and marginal patients: geriatric vulnerability in emergency services [Viejos, pobres, solitarios y marginados: vulnerabilidad geriátrica en un servicio de urgencias.]",1998,"Anales de medicina interna (Madrid, Spain : 1984)",https://www.scopus.com/inward/record.uri?eid=2-s2.0-0032116829&partnerID=40&md5=6952391811a5e28c06a923d4b4ebcd2e,"BACKGROUND: Status is a powerful determinant of health, and it may influence on the demand of Hospital emergency services. The aim of our investigation is to assess whether elderly patients usually wandering emergency services gather more negative socioeconomic conditions. PATIENTS AND METHODS: A cross-sectional study on 800 randomised patients cared in emergency services was carried out. A questionnaire about economic, educational and professional levels, domestic violence, loneliness and life style was applied. A crude analysis was used to assess the age-factor (>/= 65 y.o.) by BMDP (PC 90). The trial was approved by the local Bioethics board. RESULTS: Low incomes, low educational level and loneliness were clinic and statistically related with age (65 and more). Data is offered as n (%), X2 and p < 0.0001 (Fisher exact Test two sided p value). CONCLUSIONS: Elderly patients frequently demanding hospital emergency services gather more vulnerability conditions, not merely medical. Low incomes, low educational level and loneliness are probably working as key factors on the geriatric demand of emergency services.",Article,Scopus,2-s2.0-0032116829,1,1,0,
"Guo S.E., Chiou C.J.",Coping behaviors of the elderly with positive physical examination results in Kaohsiung City,1997,The Kaohsiung journal of medical sciences,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0031157176&partnerID=40&md5=d83994b1a7087242c668e3c6436e77f0,"The objectives of this study were as follows: first, to investigate the coping behaviors of the elderly facing the stress of disease after free physical examination; Second, to identify personal and disease characteristics, and the social support that influences coping behaviors in the elderly. The study sample consisted of 661 elderly patients who were found to have abnormal findings during a free physical examination provided by 11 regional health stations in Kaohsiung City. Data were collected with questionnaires through home interview. Four hundred and eighty-four subjects completed the questionnaires. Data were analyzed using SAS computer program. The major findings were as follows: 1.Problem-oriented coping behaviors were the more frequently used. The most frequently used coping behaviors were ""accepting the situation as it is"", ""reling on myself to solve problems"", ""hoping that things would get better"", ""seeking professional help"", and ""letting things follow their natural cause"". 2.The relative variables for problem-oriented coping were marital status, religion, medical insurance, educational level, disease characteristics, and social support. Sex, marital status, religion, medical insurance, perceived disease severity, characteristics of health problem, and newly found abnormality at this free physical examination were the relative variables for affective-oriented coping. 3.The best predictive variables for using problem-oriented coping behaviors were medical insurance, self-esteem support from family and friends, tangible support from health professionals, emotional support from health professionals, and whether it was the first time the patients knew their health problems. Findings from this study had implications for development of nursing care plans for elderly clients, as well as for collaborative team exploration of coping behaviors in the elderly.",Article,Scopus,2-s2.0-0031157176,0,1,0,
"Unger J.B., Johnson C.A., Marks G.",Functional decline in the elderly: Evidence for direct and stress- buffering protective effects of social interactions and physical activity,1997,Annals of Behavioral Medicine,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030823725&doi=10.1007%2fBF02883332&partnerID=40&md5=94b722190705cc2f5e880d2f0406d797,"Advances in medical technology and improvements in health behavior have greatly increased the proportion of Americans who survive into old age. Consequently, identifying environmental and behavioral factors that enhance or protect the health and functional capacity of older adults is an important goal. This study investigated the extent to which social interactions and physical activity can protect older adults from the declines in functional ability that typically occur with age and the extent to which they buffer the negative effects of widowhood on physical functioning. Data were from the Longitudinal Study of Aging, a six-year follow-up of over 7,000 respondents in the 1984 National Health Interview Survey. Using individual growth curve models which examine the effects of predictor variables on change over time, this study investigated how physical activity, social interactions, and widowhood are related to the rate of change in functional health over a six- year period. Results suggested that physical activity and social interactions each exerted independent effects on functional decline. In addition, physical activity and social interactions buffered the effects of widowhood on functional decline, especially in men who died before the end of the study. Results suggest a need for health promotion programs to encourage both physical and social activities in the elderly.",Article,Scopus,2-s2.0-0030823725,0,maybe,0,
"Nakanishi N., Tatara K., Tatatorige T., Murakami S., Shinsho F.","Effects of preventive health services on survival of the elderly living in a community in Osaka, Japan",1997,Journal of Epidemiology and Community Health,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0031007220&doi=10.1136%2fjech.51.2.199&partnerID=40&md5=ad8c785ab7b0a3ac69799b466fd25ff7,"Study objective - To examine the relationships between the use of preventive health services - such as health checks, basic health examination/cancer screening, and daily preventive health practices - and survival of elderly people living in the community. Design and setting - A cohort of elderly people aged 65 years and over living in Settsu city, Osaka was followed for 38 months. Data on the history of health management, disability scores, and psychosocial conditions were collected in October 1992 by interview during home visits. Subjects - Of the 1491 people randomly selected from the computerised sex-age register at enrollment, 1473 were contacted and responses were obtained from 1405 (95.4%). They constituted the study cohort. Follow up was completed for 1325 (94.3%) (154 deceased and 1171 alive). Measurements and main results - From the analysis using the Kaplan-Meier method and the log-rank test, female sex, younger age group (65-74 years), use of health checks, use of basic health examination and/or cancer screening, use of daily preventive health practices, less disability, taking part in social activity, and finding life worth living were univariately statistically significantly related to survival. The estimated survival rates were highest in those with regular health checks or daily preventive health practices before 59 years of age or both basic health examination and cancer screening. From the Cox proportional hazards model, use of health checks and use of daily preventive health practices remained as statistically significant factors associated with survival, controlling for other factors such as sex, age group, medical treatment, disability scores, and psychosocial conditions, and these hazard ratios (not used v starting at 59 years) were 0.41 (95% CI, 0.25, 0.66) and 0.52 (95% CI, 0.30, 0.88), respectively. Conclusions - Health management efforts such as health checks and daily preventive health practices may increase survival in the elderly.",Article,Scopus,2-s2.0-0031007220,1,1,0,
"Wolf S.L., Barnhart H.X., Kutner N.G., McNeely E., Coogler C., Xu T.",Reducing frailty and falls in older persons: An investigation of Tai Chi and computerized balance training,1996,Journal of the American Geriatrics Society,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029887607&doi=10.1111%2fj.1532-5415.1996.tb01432.x&partnerID=40&md5=df42141520e0d88ed45a493bbda95d66,"OBJECTIVE: To evaluate the effects of two exercise approaches, Tai Chi (TC) and computerized balance training (BT), on specified primary outcomes (biomedical, functional, and psychosocial indicators of frailty) and secondary outcomes (occurrence of falls). DESIGN: The Atlanta FICSIT (Frailty and Injuries: Cooperative Studies of Intervention Techniques), a prospective, randomized, controlled clinical trial with three arms (TC, BT, and education [ED]). Intervention length was 15 weeks, with primary outcomes measured before and after intervention and at 4-month follow-up. Falls were monitored continuously throughout the study. SETTING: Persons aged 70 and older living in the community. PARTICIPANTS: A total of 200 participants, 162 women and 38 men; mean age was 76.2. MEASUREMENTS: Biomedical (strength, flexibility, cardiovascular endurance, body composition), functional (IADL), and psychosocial well-being (CES-D scale, fear of falling questionnaire, self- perception of present and future health, mastery index, perceived quality of sleep, and intrusiveness) variables. RESULTS: Grip strength declined in all groups, and lower extremity range of motion showed limited but statistically significant changes. Lowered blood pressure before and after a 12-minute walk was seen following TC participation. Fear of falling responses and intrusiveness responses were reduced after the TC intervention compared with the ED group (P = .046 and P = .058, respectively). After adjusting for fall risk factors, TC was found to reduce the risk of multiple falls by 47.5%. CONCLUSIONS: A moderate TC intervention can impact favorably on defined biomedical and psychosocial indices of frailty. This intervention can also have favorable effects upon the occurrence of falls. Tai Chi warrants further study as an exercise treatment to improve the health of older people.",Article,Scopus,2-s2.0-0029887607,1,1,1,
"Salgado R., Ehrlich F., Banks C., Browne E., Buckman S., Burraston B.",A mobile rehabilitation team program to assist patients in nursing homes rehabilitate and return to their homes,1995,Archives of Gerontology and Geriatrics,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029059151&doi=10.1016%2f0167-4943%2895%2900621-Q&partnerID=40&md5=c1c2a94bca6a112ea1db6368f45386ec,"A slow-stream rehabilitation program for frail elderly patients was developed utilising nursing homes visited by a mobile rehabilitation team (MRT) based at the hospital from which these patients had been discharged following major illness. The nursing homes were able to provide physiotherapy and the MRT contributed medical, nursing, occupational therapy and social work support through weekly visits. The supported group and a control group (also discharged to nursing homes from the same hospital but unsupported) were matched for age, sex and ADL level. Outcomes for the two groups were compared and were significantly different. Of the supported group (N = 33), 64% (N = 21) were discharged home compared with only 9% (N = 2) of the 23 control subjects (χ2 = 15.6, df. = 1, P &lt; 0.05). The potential for patient rehabilitation in a modestly supported nursing home was realised. © 1995.",Article,Scopus,2-s2.0-0029059151,0,1,1,
"Mann W.W., Hurren D., Tomita M., Charvat B.A.",A follow–up study of older stroke survivors living at home,1995,Topics in Geriatric Rehabilitation,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029113856&doi=10.1097%2f00013614-199509000-00010&partnerID=40&md5=b2962940225a472cd402a9efeb89742f,"Stroke often results in one or more serious long-term effects. Older persons who experience stroke typically experience other chronic conditions as well. This article analyzes coping strategies of home-based older people who experienced a stroke, focusing on use of assistive devices. In a sample of 35 older people with stroke, 20% had either moved into a nursing home or had died within 1 year of an initial interview. The remaining 27 older people were interviewed twice, at 1-year intervals. Comparisons were made to determine changes over 1 year for measures of health, functional status, and psychosocial status, as well as ownership, usage, and satisfaction with assistive devices. Three case studies are presented to illustrate how these older people use assistive technology in coping with the effects of stroke and their other chronic conditions. © 1995 Aspen Publishers, Inc.",Article,Scopus,2-s2.0-0029113856,0,maybe,0,
"Araki A., Naun-ichiro I., Hattori A., Nakamura T., Hideki I., Takahashi R., Akanashi K., Teshima T., Shimizu Y., Yatomi N.",Burden of Dietary Therapy on Elerly Patients with Diabetes Mellitus.,1995,Nippon Ronen Igakkai Zasshi. Japanese Journal of Geriatrics,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029561072&doi=10.3143%2fgeriatrics.32.804&partnerID=40&md5=e1ad1af8bcbbdf07f7473b652e93f246,"As a part of a QOL study in elderly diabetes mellitus, we performed an interview conducted by professional interviewers on the sense of burden of dietary therapy in 383 elderly outpatients with diabetes mellitus aged over 60 years old. We used a scale on Burden of Dietary Therapy (BDT) that consisted of 7 questions (calorie restriction, dietary balance, regular dietary habits, restriction of favorite food, restriction of amounts of snacks, restrictions when eating out, burden of total dietary therapy). The sense of burden was rated from 1 (never burdened) to 4 (heavily burdened) for each question and the alpha coefficiency of the BDT scale was 0.80. Women, relatively younger elderly patients, hyperglycemic patients, or tablet-treated patients had higher BDT scale scores. The lower the positive family suport scores and the higher the negative social support scores, the greater was the BDT score. High BDT scores were significantly associated with low PGC moral scales (p≪.001). The results suggest that the burden of dietary therapy could lower the quality of life in elderly patients with diabetes mellitus. © 1995, The Japan Geriatrics Society. All rights reserved.",Article,Scopus,2-s2.0-0029561072,0,1,0,
